Company/Brand,Car Name,Battery Capacity (CC),Horsepower (hp),Top Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
Chevrolet,Silverado 1500 Custom,4300,285,180,8.6,34900,P,6.0,413
Chevrolet,Silverado 2500HD LTZ,6600,445,160,8.4,56400,D,6.0,1234
Chevrolet,Tahoe RST,5300,355,180,7.4,64100,P,7.0,519
Chevrolet,Suburban LT,5300,355,180,5.1,64400,P,8.0,519
Chevrolet,Bolt EV Premier,2500,200,150,6.5,31700,E,5.0,360
Chevrolet,Tahoe LS,5300,355,180,7.5,56995,P,8.0,519
Chevrolet,Tahoe LT,5300,355,180,7.4,62495,P,8.0,519
Chevrolet,Tahoe RST,5300,355,180,7.4,64100,P,7.0,519
Chevrolet,Tahoe Z71,5300,355,180,7.6,66700,P,7.0,519
Chevrolet,Tahoe Premier,6200,420,200,6.8,71600,P,7.0,624
Chevrolet,Tahoe High Country,6200,420,200,6.7,76700,P,7.0,624
Chevrolet,Tahoe Midnight Edition,5300,355,180,7.5,65500,P,8.0,519
Chevrolet,Tahoe Sport Edition,6200,420,200,6.8,70000,P,7.0,624
GMC,Terrain,1500,175,190,9.5,29900,P,5.0,275
GMC,Acadia,2000,228,200,7.8,36800,P,7.0,350
GMC,Yukon,5300,355,180,7.4,57400,P,8.0,519
GMC,Yukon XL,6200,420,200,6.9,61100,P,8.0,624
GMC,Canyon,2700,310,190,7.6,36900,P,5.0,583
GMC,Sierra 1500,5300,355,180,7.3,37100,P,6.0,519
GMC,Sierra 2500HD,6600,401,175,7.5,43900,D,6.0,629
GMC,Sierra 3500HD,6600,445,175,7.4,49000,D,6.0,1234
GMC,Hummer EV Pickup,2500,625,170,3,108700,E,5.0,373
GMC,Hummer EV SUV,2500,625,170,3.5,105600,E,5.0,373
GMC,Yukon Denali,6200,420,200,6.8,72800,P,8.0,624
GMC,Sierra Denali,6200,420,190,6.7,66800,P,6.0,624
GMC,Terrain AT4,1500,175,190,9.6,36500,P,5.0,275
GMC,Acadia AT4,3600,310,210,7.6,41400,P,6.0,366
GMC,Sierra 1500 AT4,5300,355,180,7.4,53800,P,6.0,519
GMC,Sierra 2500HD Denali,6600,401,175,7.5,72200,D,6.0,1234
GMC,Sierra Elevation,2700,310,190,7.6,45000,P,5.0,583
GMC,Canyon AT4,2700,310,190,7.5,43900,P,5.0,583
GMC,Canyon Denali,2700,310,190,7.5,48000,P,5.0,583
GMC,Yukon XL Denali Ultimate,6200,420,200,6.7,93800,P,8.0,624
GMC,Terrain Denali,1500,175,190,9.5,38600,P,5.0,275
GMC,Acadia Denali,3564,310,210,6.5,54300,P,7.0,366
GMC,Yukon AT4,5327,355,210,7.1,71505,P,8.0,519
GMC,Yukon XL AT4,5327,355,210,7.3,73305,P,8.0,519
GMC,Sierra 1500 Elevation,2713,310,180,7,52000,P,5.0,569
GMC,Sierra 1500 SLT,5327,355,180,6.8,56000,P,5.0,519
GMC,Sierra 2500HD AT4,6600,401,170,7.5,70000,P,5.0,629
GMC,Sierra 3500HD AT4,6600,401,170,7.7,72000,P,5.0,629
GMC,Canyon Elevation,2488,200,175,8.5,36300,P,5.0,259
GMC,Canyon Denali Black Edition,3564,308,180,6.9,44000,P,5.0,373
GMC,Sierra 1500 Denali Ultimate,6162,420,200,5.8,80000,P,5.0,624
GMC,Yukon XL Denali Reserve,6162,420,210,6,82000,P,7.0,624
GMC,Terrain Elevation Edition,1490,170,200,9.3,28700,P,5.0,275
GMC,Acadia Black Edition,3564,310,210,6.5,45000,P,7.0,366
GMC,Hummer EV SUV Edition 1,2500,272,170,3.5,96550,E,5.0,15590
GMC,Hummer EV Pickup Edition 1,2500,272,170,3,96550,E,5.0,15590
GMC,Sierra Denali CarbonPro,6162,420,200,5.8,65000,P,5.0,624
GMC,Yukon Denali Performance,6162,420,210,6,76805,P,8.0,624
GMC,Sierra 2500HD Denali Black Edition,6600,401,170,7.5,75000,P,5.0,629
GMC,Canyon AT4X,3564,308,180,6.9,50000,P,5.0,373
GMC,Yukon XL SLT,5327,355,210,7.3,65000,P,8.0,519
GMC,Sierra 1500 Pro,4300,285,180,7.5,37700,P,3.0,413
GMC,Sierra 2500HD Pro,6600,401,170,7.7,60000,P,3.0,629
GMC,Sierra 3500HD Pro,6600,401,170,7.8,62000,P,3.0,629
GMC,Terrain SLT,1490,170,200,9.4,31000,P,5.0,275
GMC,Acadia SLE,3564,310,210,6.6,40000,P,7.0,366
GMC,Canyon SLT,2488,200,175,8.6,38000,P,5.0,259
GMC,Yukon XL Elevation,5327,355,210,7.4,75000,P,8.0,519
GMC,Sierra 1500 AT4X,6162,420,200,5.9,82000,P,5.0,624
GMC,Hummer EV SUV Extreme Off-Road,2500,272,170,3.6,110000,E,5.0,15590
GMC,Sierra EV Denali,2500,272,170,4.5,108700,E,5.0,1064
GMC,Hummer EV Omega Edition,2500,272,170,3,112700,E,5.0,15590
GMC,Canyon AT4X Edition 1,3564,308,180,6.8,55000,P,5.0,373
GMC,Yukon Denali Ultimate Black,6162,420,210,6,90000,P,8.0,624
GMC,Sierra HD Denali Reserve,6600,401,170,7.5,85000,P,5.0,629
GMC,Acadia Denali Ultimate,3564,310,210,6.5,60000,P,7.0,366
GMC,Terrain All-Terrain Edition,1490,170,200,9.3,35000,P,5.0,275
GMC,Yukon Trailering Edition,5327,355,210,7.5,78000,P,8.0,519
GMC,Hummer EV Adventure Series,2500,272,170,3.6,105000,E,5.0,15590
Kia,Rio,1591,120,180,10.3,17000,P,5.0,151
Kia,Rio 5-Door,1591,120,180,10.3,18000,P,5.0,151
Kia,Seltos Nightfall Edition,1591,175,210,7.5,28000,P,5.0,264
Peugeot,508 PSE (Peugeot Sport Engineered),2500,360,250,5.2,55000,H,5.0,520
Kia,Sorento X-Line,2500,277,220,7,42000,P,7.0,421
Kia,Telluride SX,3778,291,240,7,50000,P,7.0,355
Kia,Forte LXS,1999,147,190,9.2,19000,P,5.0,179
Kia,K5 EX,1591,180,220,7.8,28500,P,5.0,264
Kia,Niro Plug-In Hybrid,1591,139,180,10.5,33000,H,5.0,265
Kia,EV6 Wind,2500,225,190,5.2,50000,E,5.0,350
Kia,Soul Turbo,1591,201,200,6.5,28000,P,5.0,264
Kia,Seltos SX,1591,175,210,7.5,28500,P,5.0,264
Kia,Stinger Scorpion Edition,2500,300,270,5,55000,P,5.0,422
Kia,Sorento Hybrid SX Prestige,1591,227,200,7.9,47000,H,7.0,352
Kia,Carnival EX,3500,290,220,8,42500,P,8.0,355
Kia,Telluride Nightfall Edition,3778,291,240,7,51000,P,7.0,355
Peugeot,508 Plug-In Hybrid,2500,225,210,7.5,44000,H,5.0,360
Kia,EV6 First Edition,2500,320,230,5,58000,E,5.0,450
Kia,Niro Touring,1591,139,180,10.5,33000,H,5.0,265
Kia,Forte GT-Line,1591,201,200,6.5,25000,P,5.0,264
Kia,Seltos EX,1999,146,190,9,23500,P,5.0,179
Peugeot,3008 Plug-In Hybrid,2500,225,210,7,42000,H,5.0,360
Kia,Sorento LX,2500,191,210,8.5,35500,P,7.0,246
Kia,Telluride EX,3778,291,240,7,44000,P,7.0,355
Kia,Soul EX,1999,147,190,9.5,22000,P,5.0,179
Kia,Forte FE,1999,147,190,9.2,18500,P,5.0,179
Kia,K5 GT-Line,1591,180,220,7.8,29000,P,5.0,264
Kia,Carnival LXS,3500,290,220,8,39500,P,8.0,355
Kia,EV6 Light,2500,225,190,5.2,46000,E,5.0,350
Kia,Niro EX,1591,139,180,10.5,30000,H,5.0,265
Kia,Stinger GT,3300,365,270,4.7,51500,P,5.0,510
Kia,Sorento SX Prestige,1591,227,200,7.9,48000,H,7.0,352
Kia,Telluride SX Prestige,3778,291,240,7,52000,P,7.0,355
Peugeot,508 Hybrid4,2500,300,235,6,47000,H,5.0,520
Kia,EV6 GT Performance,2500,577,260,3.5,65000,E,5.0,740
Kia,Niro SX Touring,1591,139,180,10.5,34500,H,5.0,265
Kia,Carnival SX Prestige,3500,290,220,8,47000,P,8.0,355
Kia,Seltos SX Turbo,1591,175,210,7.5,32000,P,5.0,264
Kia,Forte EX Premium,1999,147,190,9.2,22500,P,5.0,179
Kia,Soul EX Designer Edition,1999,147,190,9.5,23500,P,5.0,179
Kia,Rio S,1591,120,180,10.3,17500,P,5.0,151
Kia,Rio 5-Door S,1591,120,180,10.3,18000,P,5.0,151
Kia,Soul S,1999,147,190,9.5,20500,P,5.0,179
Kia,Seltos LX,1999,146,190,9.2,23000,P,5.0,179
Peugeot,3008 Hybrid4,2500,300,235,6,45000,H,5.0,520
Kia,Sorento Hybrid EX,1591,227,200,7.9,47000,H,7.0,352
Kia,Telluride LX,3778,291,240,7,41500,P,7.0,355
Kia,Carnival MPV EX,3500,290,220,8,43500,P,8.0,355
Kia,EV6 AWD GT-Line,2500,320,230,5,60000,E,5.0,450
Kia,Forte GT Turbo,1591,201,200,6.5,25500,P,5.0,264
Kia,Soul GT Designer Edition,1999,147,190,9.5,23000,P,5.0,179
Kia,Seltos X-Line Turbo,1591,175,210,7.5,30000,P,5.0,264
Peugeot,e-2008 GT,2500,136,200,8.5,40000,E,5.0,260
Kia,Telluride Limited Edition,3778,291,240,7,53000,P,7.0,355
Kia,Stinger GT-Line,2500,300,270,5,50000,P,5.0,422
Kia,Carnival Special Edition,3500,290,220,8,45500,P,8.0,355
Kia,Niro SX Hybrid,1591,139,180,10.5,36000,H,5.0,265
Kia,EV6 First Edition AWD,2500,320,230,5,62000,E,5.0,450
Kia,Sorento X-Pro Hybrid,1591,227,200,7.8,49000,H,7.0,352
Kia,Forte Limited Edition,1999,147,190,9.2,22500,P,5.0,179
Bugatti,Chiron,7993,1500,420,2.5,3000000,P,2.0,1600
Bugatti,Chiron Pur Sport,7993,1500,350,2.3,3300000,P,2.0,1600
Bugatti,Chiron Super Sport,7993,1600,490,2.4,3500000,P,2.0,1600
Bugatti,Chiron Sport,7993,1500,420,2.4,3300000,P,2.0,1600
Bugatti,Chiron Noire,7993,1500,420,2.5,3300000,P,2.0,1600
Bugatti,Divo,7993,1500,380,2.4,5800000,P,2.0,1600
Bugatti,Centodieci,7993,1600,380,2.4,9000000,P,2.0,1600
Bugatti,La Voiture Noire,7993,1500,420,2.5,18000000,P,2.0,1600
Bugatti,Bolide,7993,1850,500,2.2,4500000,P,2.0,1600
Bugatti,Mistral,7993,1600,420,2.4,5000000,P,2.0,1600
Volvo,Volvo FH,13000,540,120,15,120000,D,2.0,2600
Volvo,Volvo FH16,16100,750,120,14.5,160000,D,2.0,3500
Volvo,Volvo FM,12800,460,110,16,100000,D,2.0,2200
Volvo,Volvo FMX,13000,500,110,16.5,110000,D,2.0,2500
Volvo,Volvo VNL,12800,500,120,15,125000,D,2.0,2400
Volvo,Volvo VNR,12800,400,110,17,95000,D,2.0,1800
Volvo,Volvo VHD,12800,500,100,18,120000,D,2.0,2500
Volvo,Volvo FE,7700,280,90,20,85000,D,2.0,1200
Volvo,Volvo FL,5100,180,80,22,75000,D,2.0,800
Jaguar Land Rover,Jaguar F-Type,2500,335,260,5.1,70000,P,2.0,450
Jaguar Land Rover,Jaguar XE,2500,250,250,6.5,45000,P,5.0,365
Jaguar Land Rover,Jaguar XF,2500,250,250,6.5,50000,P,5.0,365
Jaguar Land Rover,Jaguar XJ,2500,300,250,6,85000,P,5.0,400
Jaguar Land Rover,Jaguar E-PACE,2500,200,230,7,50000,P,5.0,430
Jaguar Land Rover,Jaguar I-PACE,2500,400,200,4.8,70000,E,5.0,696
Jaguar Land Rover,Jaguar F-PACE,2500,272,230,6.3,47000,P,5.0,373
Jaguar Land Rover,Jaguar X-TYPE,2500,160,215,9,40000,P,5.0,215
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,2500,340,250,5.4,65000,P,5.0,480
Jaguar Land Rover,Jaguar XE R-Dynamic,2500,340,250,5.4,60000,P,5.0,450
Jaguar Land Rover,Jaguar F-Type SVR,2500,575,320,3.7,120000,P,2.0,700
Jaguar Land Rover,Jaguar I-PACE Electric Performance,2500,400,200,4.5,85000,E,5.0,696
Jaguar Land Rover,Jaguar F-PACE SVR,2500,550,283,4,85000,P,5.0,700
Jaguar Land Rover,Jaguar XE S,2500,340,250,5.3,55000,P,5.0,450
Jaguar Land Rover,Jaguar XF R-Dynamic,2500,340,250,5.4,65000,P,5.0,480
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),2500,300,250,6,90000,P,5.0,400
Jaguar Land Rover,Jaguar F-Type Heritage Edition,2500,550,300,3.9,110000,P,2.0,680
Jaguar Land Rover,Jaguar E-PACE S,2500,200,230,7,50000,P,5.0,430
Jaguar Land Rover,Jaguar I-PACE HSE,2500,400,200,4.5,90000,E,5.0,696
Jaguar Land Rover,Jaguar F-Type V8 R,2500,550,300,3.9,100000,P,2.0,680
Jaguar Land Rover,Jaguar F-Type R-Dynamic,2500,300,250,5.1,70000,P,2.0,400
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,2500,300,250,5.5,55000,P,5.0,400
Jaguar Land Rover,Jaguar XF Sportbrake,2500,250,250,6.5,60000,P,5.0,400
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,2500,400,200,4.5,85000,E,5.0,696
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,2500,247,225,6.4,60000,P,5.0,365
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,2500,246,230,6.8,55000,P,5.0,430
Jaguar Land Rover,Jaguar XJ50,2500,300,250,6,80000,P,5.0,400
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,2500,550,300,3.9,100000,P,2.0,680
Jaguar Land Rover,Jaguar F-PACE S AWD,2500,340,250,5.4,65000,P,5.0,480
Jaguar Land Rover,Jaguar XE SE,2500,250,240,6.2,50000,P,5.0,365
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,2500,380,280,4.8,80000,P,2.0,460
Jaguar Land Rover,Jaguar XE R-Sport AWD,2500,300,250,5.5,55000,P,5.0,400
Jaguar Land Rover,Jaguar XF Portfolio AWD,2500,340,250,5.4,60000,P,5.0,450
Jaguar Land Rover,Jaguar F-Type Coupe R,2500,550,300,3.9,100000,P,2.0,680
Jaguar Land Rover,Jaguar I-PACE First Edition,2500,400,200,4.5,85000,E,5.0,696
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,2500,340,250,5.4,65000,P,5.0,480
Jaguar Land Rover,Jaguar XJ Supercharged,2500,510,280,4.2,90000,P,5.0,625
Jaguar Land Rover,Jaguar F-Type P450 AWD,2500,450,290,4,90000,P,2.0,600
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,2500,398,220,5.1,75000,,5.0,640
Jaguar Land Rover,Jaguar F-Type P300 Coupe,2500,300,250,5.5,60000,P,2.0,400
Acura,NSX Type S,2500,600,307,2.9,157000,H,2.0,666
Acura,TLX PMC Edition,2500,290,250,5.7,62000,P,5.0,362
Acura,MDX Advance,2500,290,190,6,60000,P,7.0,362
Acura,RDX Technology,2500,272,210,6.6,45000,P,5.0,400
Acura,ILX Premium,2500,201,200,6.6,30000,P,5.0,180
Acura,TLX A-Spec,2500,290,250,5.7,50000,P,5.0,362
Acura,RDX SH-AWD,2500,272,210,6.6,50000,P,5.0,400
Acura,MDX SH-AWD,2500,290,190,6,55000,P,7.0,362
Acura,RDX Platinum Elite,2500,272,210,6.6,55000,P,5.0,400
Acura,TLX A-Spec Sedan,2500,290,250,5.7,50000,P,5.0,362
Acura,TLX 2.4L,2400,206,210,6,35000,P,5.0,247
Acura,MDX Hybrid,3500,321,190,6,55000,H,7.0,335
Acura,RDX Hybrid,1500,247,210,6.6,50000,H,5.0,400
Acura,ILX Technology Package,2400,201,200,6.6,30000,P,5.0,180
Acura,NSX GT3 (Track Version),3493,500,300,3,150000,H,2.0,600
Acura,RDX Turbo AWD,1500,272,210,6.6,45000,P,5.0,400
Acura,TLX 3.5L V6,3500,290,250,5.7,50000,P,5.0,362
Acura,ILX Special Edition,2400,201,200,6.6,30000,P,5.0,180
Acura,MDX SH-AWD w/Technology Package,3500,290,190,6,55000,P,7.0,362
Acura,NSX 3.5L Hybrid Coupe,3493,537,307,2.9,157000,H,2.0,666
Acura,MDX Elite,3500,290,190,6,58000,P,7.0,362
Acura,TLX V6 Advance,3500,290,250,5.7,46000,P,5.0,362
Acura,NSX Carbon Edition,3493,537,307,2.9,157000,H,2.0,666
Acura,RDX Turbo SH-AWD,1500,272,210,6.6,42000,P,5.0,400
Acura,ILX Technology Plus,2400,201,200,6.6,28000,P,5.0,180
Acura,TLX Type S PMC Edition,3000,355,250,5.1,54000,P,5.0,480
Acura,MDX Sport Hybrid,3500,321,190,6,52000,H,7.0,335
Peugeot,208,1199,82,180,10.5,22000,P,5.0,160
Peugeot,2008,1199,100,190,9,25000,P,5.0,205
Peugeot,301,1598,115,185,10,23500,P,5.0,150
Peugeot,308,1598,130,200,8,28000,P,5.0,230
Peugeot,3008,1598,180,210,7.5,32000,P,5.0,400
Peugeot,5008,1998,165,200,9.5,35000,D,7.0,400
Peugeot,508,1998,180,235,8,35500,P,5.0,300
Peugeot,Partner,1560,75,160,12,22500,D,5.0,200
Peugeot,Expert,1997,120,180,10,30000,D,3.0,300
Peugeot,Boxer,2200,140,160,11,32000,D,3.0,340
Peugeot,e-208,2500,136,150,8.1,35000,E,5.0,260
Peugeot,e-2008,2500,136,150,8.5,38000,E,5.0,260
Peugeot,208 GTI,1598,208,230,6.5,28000,P,5.0,300
Peugeot,308 GTI,1598,270,250,6,35000,P,5.0,330
Peugeot,508 PSE (Peugeot Sport Engineered),2500,360,250,5.2,55000,H,5.0,520
Peugeot,308 Allure,1199,130,205,9.3,25000,P,5.0,230
Peugeot,2008 Allure,1199,130,200,9.7,27000,P,5.0,230
Peugeot,3008 Allure,1499,180,210,8,30000,P,5.0,250
Peugeot,5008 Allure,1499,180,200,8.5,33000,P,7.0,250
Peugeot,508 Allure,1499,180,225,8,35000,P,5.0,250
Peugeot,3008 GT,1598,200,220,7.5,35000,P,5.0,280
Peugeot,508 GT,1598,225,235,6.8,40000,P,5.0,300
Peugeot,3008 GT Hybrid,2500,300,235,6,45000,H,5.0,400
Peugeot,5008 GT Hybrid,2500,300,210,6.5,48000,H,7.0,400
Peugeot,208 Allure Premium,1199,130,200,9.5,28000,P,5.0,230
Peugeot,Partner Tepee,1560,100,170,12,25000,D,5.0,260
Peugeot,Expert L2H1,1997,120,160,13,30000,D,3.0,320
Peugeot,Boxer L2H2,2200,130,140,14,35000,D,3.0,350
Peugeot,Partner Electric,2500,136,130,9,40000,E,5.0,260
Peugeot,Expert Electric,2500,136,130,9.5,45000,E,5.0,260
Peugeot,208 PSE (Peugeot Sport Engineered),2500,225,250,5.5,45000,H,5.0,360
Peugeot,308 PSE,2500,360,250,5,55000,H,5.0,520
Peugeot,508 PSE,2500,360,250,5.2,60000,H,5.0,520
Peugeot,3008 PSE,2500,300,235,6,50000,H,5.0,400
Peugeot,2008 Active,1199,100,190,11.2,22000,P,5.0,205
Peugeot,3008 Active,1499,130,200,10,30000,P,5.0,240
Peugeot,5008 Active,1499,130,190,10.5,33000,P,7.0,240
Peugeot,3008 Allure Premium,1499,130,200,9.8,32000,P,5.0,240
Peugeot,5008 Allure Premium,1499,130,190,10.2,35000,P,7.0,240
Peugeot,3008 GT Line,1598,180,210,8.5,35000,P,5.0,250
Peugeot,5008 GT Line,1598,180,200,9,38000,P,7.0,250
Peugeot,2008 GT,1199,130,200,9.3,25000,P,5.0,230
Peugeot,5008 GT,1598,180,210,8.2,40000,P,7.0,250
Peugeot,508 SW (Station Wagon),1598,180,220,8.4,35000,P,5.0,300
Peugeot,508 Saloon,1598,180,210,8.6,37000,P,5.0,300
Peugeot,308 Saloon,1199,130,200,9,28000,P,5.0,230
Peugeot,301 Sedan,1199,82,180,12,20000,P,5.0,115
Peugeot,208 Sedan,1199,100,190,11.2,22000,P,5.0,205
Ford,Fusion (Mondeo),2500,272,220,7.5,47000,H,5.0,373
Ford,Taurus,2500,272,220,6.5,47000,P,5.0,373
Ford,Fiesta,2500,272,200,7,47000,P,5.0,373
Ford,Focus,2500,272,220,6.5,47000,P,5.0,373
Ford,KA+,1200,272,165,10.5,47000,P,5.0,373
Ford,EcoSport,2500,272,180,9,47000,P,5.0,373
Ford,Escape (Kuga),2500,272,190,7.5,47000,H,5.0,373
Ford,Edge,2500,272,200,6.5,47000,P,5.0,373
Ford,Explorer,2500,272,200,6,47000,P,7.0,373
Ford,Expedition,2500,272,180,6.5,47000,P,8.0,373
Ford,Bronco,2500,272,200,7.5,47000,P,4.0,373
Ford,Bronco Sport,2500,272,185,7,47000,P,5.0,373
Ford,F-150,2500,272,200,5.75,47000,P,5.0,373
Ford,F-250 Super Duty,2500,272,180,6.75,47000,P,5.0,373
Ford,F-350 Super Duty,2500,272,180,7.5,47000,D,5.0,373
Ford,Maverick,2500,272,180,7.25,47000,H,5.0,373
Ford,Ranger,2500,272,180,6.5,47000,P,5.0,373
Ford,Mustang Mach-E,2500,272,180,3.5  (GT Model),47000,E,5.0,373
Ford,F-150 Lightning,2500,452,180,4.5,47000,E,5.0,1051
Ford,Escape Hybrid,2500,200,180,7.7,47000,H,5.0,373
Ford,Explorer Hybrid,3300,318,180,7.5,47000,H,7.0,500
Ford,Mustang,5000,450,250,4.3,55000,P,4.0,530
Ford,GT,3500,660,348,3,500000,P,2.0,746
Ford,Focus ST,2300,280,250,5.7,30000,P,5.0,420
Ford,Fiesta ST,1500,200,230,6.5,23000,P,5.0,290
Ford,Bronco Raptor,3000,400,220,5.5,70000,P,4.0,583
Ford,Ranger Raptor,2700,392,200,6,45000,P,5.0,583
Ford,F-150 Raptor,3500,450,200,5,70000,P,5.0,691
Ford,Puma,1000,123,191,9.6,28000,P,5.0,200
Ford,Territory,1500,140,180,11,32000,P,5.0,225
Ford,Everest,2000,210,190,10.5,52000,D,7.0,500
Ford,Flex,3500,287,200,7.9,31000,P,7.0,345
Ford,Transit,2000,170,160,12,43455,D,8.5,405
Ford,Transit Connect,2000,162,175,10.5,29365,P,4.5,200
Ford,F-450 Super Duty,6700,475,165,8.5,61625,D,4.0,1424
Ford,F-550 Super Duty,6700,475,165,8.8,64540,D,4.0,1424
Ford,Mustang Shelby GT500,5200,760,290,3.5,79420,P,2.0,847
Ford,Mustang Shelby GT350,5200,526,280,4,59140,P,2.0,582
Ford,F-150 Platinum,3500,400,180,6.5,64695,P,5.0,678
Ford,F-150 Limited,3500,450,190,6.1,84910,P,5.0,678
Ford,Explorer Platinum,3000,400,230,6,56505,P,7.0,563
Ford,Expedition King Ranch,3500,440,210,6.8,79560,P,7.5,691
Ford,Transit Custom,2000,130,160,12.5,35000,D,5.5,385
Ford,E-Series Cutaway,7300,350,140,13,36000,P,2.0,569
Ford,Transit Chassis Cab,2000,170,160,11.5,37000,D,2.0,405
Ford,Transit Electric (E-Transit),2500,266,140,9,52000,E,7.0,430
Ford,Explorer Plug-in Hybrid,2500,457,225,6,53000,H,7.0,825
Ford,Maverick Hybrid,2500,191,180,7.8,25000,H,5.0,210
Ford,Mustang (2024),5000,450,250,4.5,60000,P,4.0,570
Ford,Ranger (2024),2000,210,180,8,40000,D,5.0,500
Ford,Escape Plug-in Hybrid (2024),2500,221,190,7.5,38000,H,5.0,210
Ford,Bronco (2024),2700,310,200,6.7,45000,P,5.0,542
Ford,Explorer (2024),3000,400,230,5.9,55000,P,7.0,563
Mitsubishi,Mirage,1200,78,170,12,47000,P,5.0,100
Mitsubishi,Mirage G4,1200,78,170,12,47000,P,5.0,100
Mitsubishi,Outlander,2500,181,190,9.5,47000,P,7.0,245
Mitsubishi,Outlander PHEV,2500,248,170,10.5,47000,H,5.0,300
Mitsubishi,Eclipse Cross,1500,152,180,9.8,47000,P,5.0,250
Mitsubishi,ASX (Outlander Sport),2000,148,190,10,47000,P,5.0,197
Mitsubishi,Pajero,3200,189,180,10.5,47000,D,7.0,441
Mitsubishi,Pajero Sport,2400,181,180,11,47000,D,7.0,430
Mitsubishi,Triton (L200),2400,181,177,10.5,47000,D,5.0,430
Mitsubishi,Lancer Evolution X,2000,291,240,5,47000,P,5.0,407
Mitsubishi,i-MiEV (Electric),2500,66,130,15,47000,E,4.0,196
Mitsubishi,Xpander,1500,105,170,13.5,47000,P,7.0,141
Mitsubishi,Delica D:5,2200,145,175,11,47000,D,7.0,360
Mitsubishi,Colt,2500,272,180,10.5,47000,P,5.0,373
Mitsubishi,Grandis,2400,165,190,11,47000,P,7.0,217
Mitsubishi,Outlander Black Edition,2500,181,190,9.5,47000,P,7.0,245
Mitsubishi,Outlander SEL,2500,181,190,9.5,47000,P,7.0,245
Mitsubishi,Outlander SE,2500,181,190,9.5,47000,P,7.0,245
Mitsubishi,Eclipse Cross Black Edition,1500,152,180,9.8,47000,P,5.0,250
Mitsubishi,ASX Exceed,2000,148,190,10,47000,P,5.0,197
Mitsubishi,Triton Athlete,2400,181,177,10.5,47000,D,5.0,430
Mitsubishi,Pajero Final Edition,3200,189,180,10.5,47000,D,7.0,441
Mitsubishi,L200 Barbarian X,2400,181,177,10.5,47000,D,5.0,430
Mitsubishi,Space Star,1200,78,170,12,47000,P,5.0,100
Mitsubishi,Lancer EX,2500,272,200,10,47000,P,5.0,373
Mitsubishi,Montero Sport,2400,181,180,11,47000,D,7.0,430
Mitsubishi,Attrage,1200,78,170,12.5,47000,P,5.0,100
Mitsubishi,RVR SE,2000,148,190,10.5,47000,P,5.0,197
Mitsubishi,Delica Van,2500,145,175,11.5,47000,D,7.0,360
Mitsubishi,Canter (Truck),3000,150,120,6.5,47000,D,2.0,370
Mitsubishi,Lancer GLX,1600,115,190,11.5,47000,P,5.0,154
Mitsubishi,Pajero GLS,3200,189,180,10.5,47000,D,7.0,441
Mitsubishi,Xpander Cross,1500,105,170,12,47000,P,7.0,141
Mitsubishi,Eclipse Cross PHEV,2400,188,180,10.5,47000,,5.0,199
Mitsubishi,Outlander ES,2500,181,190,9.5,47000,P,7.0,245
Mitsubishi,Montero GLX,2400,181,180,11,47000,D,7.0,430
Mitsubishi,Triton GLX-R,2400,181,177,10.5,47000,D,5.0,430
Mitsubishi,ASX Dynamic,2000,148,190,10,47000,P,5.0,197
Mitsubishi,Mirage ES,1200,78,170,12.5,47000,P,5.0,100
Mitsubishi,Outlander LE,2500,181,190,9.5,47000,P,7.0,245
Mitsubishi,Fuso Fighter (Truck),7500,240,120,6.5,47000,D,2.0,686
Mitsubishi,Fuso Canter Eco Hybrid,3000,150,120,6.5,47000,H,2.0,370
Mitsubishi,Space Runner,1800,140,185,10.5,47000,P,5.0,170
Mitsubishi,Toppo BJ,660,52,130,15,47000,P,4.0,60
Mitsubishi,Chariot,2000,140,185,10.5,47000,P,7.0,170
Mitsubishi,Lancer SE Limited,2000,148,200,10,47000,P,5.0,197
Mitsubishi,Pajero SWB (Short Wheel Base),3200,189,180,10.5,47000,D,5.0,441
Mitsubishi,Delica Space Gear,2400,145,170,13,47000,P,7.0,206
Mitsubishi,i (Kei Car),660,64,130,15.5,47000,P,4.0,94
Mitsubishi,Dion,2000,135,180,11.5,47000,P,7.0,181
Mitsubishi,Airtrek,2400,160,190,11,47000,P,5.0,214
Mitsubishi,eK Space,660,52,130,15,47000,P,4.0,60
Mitsubishi,eK X,660,64,140,13.5,47000,P,4.0,94
Mitsubishi,Colt CZC Convertible,1500,147,200,9.5,47000,P,4.0,210
Mitsubishi,Galant Fortis,2000,154,200,10,47000,P,5.0,200
Mitsubishi,Endeavor,3800,225,190,9.5,47000,P,5.0,343
Mitsubishi,Grand Lancer,1800,138,190,11.5,47000,P,5.0,173
Mitsubishi,Sigma,3000,210,220,8.5,47000,P,5.0,270
